src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,8
0,9
0,11
0,12
0,14
0,16
0,20
0,23
0,27
0,30
0,33
0,34
0,39
0,46
0,49
0,55
0,66
0,87
0,90
0,95
0,100
0,101
0,127
0,160
0,170
0,180
0,194
0,198
0,207
0,208
0,209
0,229
0,232
0,247
0,260
0,269
0,301
0,313
0,323
0,327
0,335
0,338
0,351
0,360
0,364
0,384
0,423
0,431
0,439
0,440
0,453
0,468
0,474
0,489
0,500
0,506
0,535
0,596
0,611
0,629
0,632
0,658
0,665
0,668
0,712
0,724
0,725
0,743
0,768
0,854
0,875
0,912
0,937
0,987
0,1019
0,1064
0,1082
0,1125
0,1181
0,1224
0,1247
0,1255
0,1267
0,1282
0,1323
0,1326
0,1338
0,1414
0,1427
0,1457
0,1461
0,1464
0,1483
0,1494
0,1511
0,1513
0,1522
0,1557
0,1606
0,1614
0,1622
0,1639
0,1890
0,1908
0,1934
0,2014
0,2076
0,2093
0,2119
0,2172
0,2242
0,2249
0,2360
0,2389
0,2427
0,2469
0,2524
0,2634
0,2639
0,2649
0,2687
0,2722
0,2758
0,2797
0,2807
0,2819
0,2847
0,2866
0,2874
0,2912
0,2946
0,3045
0,3059
0,3157
0,3178
0,3230
0,3295
0,3411
0,3482
0,3524
0,3532
0,3582
0,3587
0,3610
0,3611
0,3645
0,3685
0,3728
0,3743
0,3937
0,3942
0,3967
0,3970
0,4038
0,4081
0,4171
0,4186
0,4227
0,4228
0,4351
0,4367
0,4404
0,4415
0,4446
0,4448
0,4449
0,4529
0,4538
0,4552
0,4607
0,4648
0,4653
0,4755
0,4811
0,5015
0,5020
0,5064
0,5065
0,5081
0,5172
0,5235
0,5320
0,5348
0,5354
0,5363
0,5375
0,5443
0,5496
0,5535
0,5561
0,5569
0,5749
0,5789
0,5835
0,6055
0,6063
0,6090
0,6117
0,6266
0,6288
0,6334
0,6367
0,6481
0,6540
0,6562
0,6946
0,7120
0,7240
0,7246
0,7263
0,7267
0,7295
0,7303
0,7500
0,7536
0,7565
0,7618
0,7639
0,7672
0,7685
0,7689
0,7773
0,7856
0,7869
0,7978
0,8026
0,8033
0,8069
0,8080
0,8224
0,8232
0,8262
0,8375
0,8435
0,8492
0,8639
0,8648
0,8653
0,8728
0,8787
0,8850
0,8881
0,8968
0,8973
0,9128
0,9198
0,9243
0,9246
0,9442
0,9608
0,9670
0,9717
0,9750
0,9958
0,9977
1,4
1,5
1,7
1,9
1,10
1,12
1,15
1,19
1,22
1,23
1,28
1,36
1,37
1,39
1,49
1,56
1,66
1,71
1,72
1,73
1,79
1,80
1,85
1,131
1,132
1,134
1,140
1,143
1,148
1,158
1,159
1,164
1,204
1,216
1,221
1,225
1,264
1,284
1,296
1,300
1,303
1,306
1,327
1,329
1,336
1,362
1,370
1,381
1,383
1,388
1,396
1,422
1,462
1,464
1,471
1,473
1,475
1,476
1,512
1,528
1,545
1,550
1,589
1,668
1,674
1,682
1,686
1,717
1,740
1,742
1,743
1,744
1,774
1,791
1,795
1,805
1,844
1,858
1,887
1,904
1,909
1,924
1,928
1,935
1,940
1,942
1,968
1,972
1,980
1,985
1,990
1,1000
1,1001
1,1004
1,1017
1,1041
1,1061
1,1067
1,1069
1,1080
1,1105
1,1167
1,1185
1,1218
1,1242
1,1303
1,1339
1,1386
1,1402
1,1406
1,1447
1,1454
1,1529
1,1576
1,1601
1,1607
1,1690
1,1729
1,1759
1,1781
1,1844
1,1848
1,1851
1,1888
1,1902
1,1922
1,1934
1,2047
1,2058
1,2077
1,2099
1,2109
1,2112
1,2147
1,2178
1,2184
1,2214
1,2234
1,2281
1,2292
1,2313
1,2365
1,2389
1,2409
1,2552
1,2569
1,2576
1,2596
1,2726
1,2806
1,2884
1,2893
1,2911
1,2922
1,2975
1,2976
1,3002
1,3049
1,3109
1,3139
1,3195
1,3270
1,3279
1,3283
1,3367
1,3376
1,3389
1,3398
1,3460
1,3514
1,3574
1,3586
1,3623
1,3663
1,3681
1,3696
1,3799
1,3804
1,3936
1,3946
1,4020
1,4023
1,4031
1,4152
1,4237
1,4272
1,4295
1,4309
1,4311
1,4347
1,4439
1,4450
1,4453
1,4512
1,4541
1,4556
1,4586
1,4593
1,4594
1,4670
1,4739
1,4742
1,4788
1,4830
1,4859
1,4915
1,5058
1,5084
1,5108
1,5112
1,5190
1,5199
1,5320
1,5350
1,5479
1,5481
1,5520
1,5593
1,5662
1,5672
1,5807
1,5823
1,5935
1,6057
1,6256
1,6358
1,6410
1,6439
1,6519
1,6544
1,6548
1,6590
1,6595
1,6729
1,6891
1,6982
1,7025
1,7047
1,7169
1,7173
1,7183
1,7269
1,7340
1,7383
1,7415
1,7476
1,7505
1,7519
1,7595
1,7651
1,7796
1,7834
1,8089
1,8122
1,8188
1,8262
1,8289
1,8330
1,8406
1,8501
1,8565
1,8595
1,8709
1,9005
1,9009
1,9077
1,9266
1,9549
1,9610
1,9816
2,4
2,6
2,7
2,10
2,13
2,20
2,22
2,23
2,41
2,50
2,82
2,110
2,195
2,210
2,219
2,272
2,275
2,348
2,353
2,582
2,669
2,741
2,772
2,800
2,946
2,1261
2,1263
2,1367
2,1397
2,1402
2,1615
2,1723
2,1805
2,1810
2,2117
2,2170
2,2199
2,2421
2,2834
2,2854
2,3065
2,3118
2,3138
2,3239
2,3271
2,3350
2,3400
2,3422
2,3627
2,3855
2,4432
2,4577
2,4694
2,4728
2,4856
2,4871
2,4927
2,4980
2,4981
2,5111
2,5184
2,5604
2,5605
2,5733
2,5909
2,6113
2,6231
2,6651
2,6684
2,6865
2,6889
2,6984
2,7128
2,7159
2,7749
2,7769
2,7872
2,7972
2,8078
2,8105
2,8230
2,8350
2,8428
2,8488
2,9027
2,9609
2,9702
3,5
3,63
3,149
3,201
3,279
3,396
3,525
3,575
3,767
3,813
3,1283
3,1345
3,1677
3,4743
3,5594
3,5688
3,7144
3,8028
3,8648
3,9020
3,9195
3,9434
4,6
4,7
4,8
4,9
4,13
4,31
4,42
4,65
4,70
4,76
4,78
4,84
4,97
4,112
4,114
4,131
4,180
4,204
4,215
4,249
4,266
4,344
4,360
4,391
4,418
4,434
4,436
4,463
4,469
4,560
4,638
4,648
4,661
4,686
4,696
4,704
4,755
4,792
4,832
4,857
4,923
4,1034
4,1183
4,1197
4,1264
4,1294
4,1361
4,1363
4,1473
4,1570
4,1665
4,1669
4,1785
4,1826
4,1851
4,1873
4,1890
4,1906
4,1994
4,2124
4,2231
4,2331
4,2360
4,2485
4,2486
4,2498
4,2577
4,2615
4,2719
4,2894
4,3060
4,3073
4,3297
4,3401
4,3471
4,3552
4,3684
4,3711
4,3807
4,4103
4,4232
4,4474
4,4559
4,4946
4,5082
4,5107
4,5288
4,5302
4,5754
4,5757
4,5778
4,5821
4,6158
4,6224
4,6477
4,6487
4,6492
4,6503
4,6651
4,6898
4,6994
4,7024
4,7035
4,7047
4,7176
4,7303
4,7433
4,7553
4,7958
