src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,10
0,11
0,12
0,13
0,16
0,20
0,21
0,22
0,23
0,25
0,28
0,30
0,35
0,36
0,37
0,38
0,39
0,44
0,47
0,51
0,58
0,60
0,63
0,65
0,68
0,77
0,83
0,93
0,111
0,112
0,114
0,115
0,120
0,122
0,124
0,128
0,137
0,141
0,162
0,176
0,196
0,202
0,214
0,226
0,250
0,258
0,265
0,273
0,274
0,285
0,309
0,311
0,317
0,327
0,336
0,342
0,357
0,388
0,390
0,414
0,426
0,427
0,469
0,473
0,501
0,529
0,532
0,556
0,617
0,670
0,679
0,689
0,692
0,694
0,706
0,712
0,714
0,731
0,743
0,780
0,805
0,842
0,856
0,858
0,919
0,925
0,928
0,989
0,994
0,1007
0,1040
0,1043
0,1058
0,1074
0,1076
0,1084
0,1102
0,1119
0,1121
0,1128
0,1153
0,1160
0,1175
0,1183
0,1200
0,1202
0,1208
0,1235
0,1238
0,1239
0,1246
0,1257
0,1259
0,1309
0,1325
0,1373
0,1406
0,1431
0,1518
0,1541
0,1565
0,1604
0,1648
0,1651
0,1662
0,1714
0,1724
0,1777
0,1785
0,1805
0,1808
0,1810
0,1897
0,1931
0,1937
0,1943
0,1955
0,1979
0,1982
0,2006
0,2043
0,2058
0,2078
0,2101
0,2114
0,2141
0,2151
0,2203
0,2272
0,2292
0,2294
0,2351
0,2402
0,2412
0,2439
0,2475
0,2479
0,2498
0,2523
0,2585
0,2618
0,2636
0,2661
0,2680
0,2720
0,2746
0,2751
0,2758
0,2788
0,2794
0,2799
0,2853
0,2949
0,2952
0,3021
0,3031
0,3072
0,3156
0,3240
0,3318
0,3321
0,3456
0,3526
0,3532
0,3556
0,3577
0,3579
0,3701
0,3747
0,3765
0,3766
0,3799
0,3809
0,3813
0,3841
0,3897
0,3957
0,4035
0,4123
0,4154
0,4158
0,4261
0,4269
0,4337
0,4343
0,4345
0,4374
0,4426
0,4616
0,4652
0,4685
0,4711
0,4810
0,4811
0,4823
0,4829
0,4882
0,5034
0,5053
0,5141
0,5193
0,5203
0,5217
0,5276
0,5291
0,5320
0,5360
0,5384
0,5439
0,5445
0,5569
0,5673
0,5789
0,5793
0,5815
0,5863
0,5932
0,5973
0,5988
0,6014
0,6130
0,6146
0,6226
0,6232
0,6256
0,6373
0,6476
0,6514
0,6516
0,6530
0,6533
0,6673
0,6692
0,6700
0,6707
0,6909
0,6940
0,6994
0,7084
0,7100
0,7130
0,7240
0,7279
0,7300
0,7454
0,7507
0,7519
0,7524
0,7562
0,7640
0,7654
0,7822
0,8141
0,8165
0,8217
0,8296
0,8302
0,8359
0,8419
0,8441
0,8473
0,8508
0,8825
0,8836
0,8845
0,9023
0,9060
0,9230
0,9232
0,9302
0,9317
0,9354
0,9565
0,9598
0,9685
0,9695
0,9713
0,9716
0,9721
0,9755
0,9879
0,9955
0,9966
0,10224
0,10297
0,10415
0,10443
0,10500
0,10533
0,10577
0,10622
0,10653
0,10663
0,10700
0,10701
0,10724
0,10744
0,10745
0,10822
0,10823
0,10942
0,11058
0,11409
0,11543
0,11606
0,11625
0,11635
0,11667
0,11723
0,11726
0,12007
0,12111
0,12117
0,12254
0,12334
0,12343
0,12394
0,12399
0,12431
0,12553
0,12649
0,12680
0,12728
0,12777
0,13073
0,13087
0,13249
0,13252
0,13344
0,13365
0,13379
0,13389
0,13423
0,13465
0,13510
0,13513
0,13525
0,13534
0,13723
0,13736
0,13823
0,13963
0,13972
0,14044
0,14260
0,14313
0,14377
0,14574
0,14599
0,14637
0,14783
0,14839
0,14871
0,14906
0,15042
0,15348
0,15569
0,15578
0,15607
0,15852
0,15879
0,15903
0,15911
0,15913
0,16104
0,16131
0,16407
0,16421
0,16455
0,16473
0,16480
0,16485
0,16517
0,16606
0,16610
0,16719
0,16731
0,16843
0,17070
0,17078
0,17391
0,17500
0,17603
0,17830
0,18061
0,18200
0,18310
0,18356
0,18400
0,18444
0,18461
0,18485
0,18506
0,18571
0,18753
0,18761
0,18770
0,18881
0,18981
0,19037
0,19067
0,19082
0,19194
0,19247
0,19395
0,19430
0,19435
0,19448
0,19613
0,19618
0,19738
0,19805
0,19970
0,20006
0,20046
0,20135
0,20136
0,20159
0,20193
0,20196
0,20477
0,20657
0,20694
0,20797
0,20868
0,21011
0,21036
0,21099
0,21179
0,21282
0,21328
0,21373
0,21415
0,21495
0,21545
0,21601
0,21708
0,21892
0,21964
0,22160
0,22274
0,22320
0,22338
0,22397
0,22467
0,22520
0,22624
0,22688
0,22755
0,22861
0,22980
0,23009
0,23165
0,23249
0,23295
0,23302
0,23349
0,23520
0,23591
0,23679
0,23816
0,24035
0,24076
0,24370
0,24461
0,24592
0,24666
0,24686
0,24696
0,24768
0,25025
0,25028
0,25147
0,25203
0,25342
0,25422
0,25459
0,25509
0,25605
0,25640
0,25860
0,25945
0,25971
0,26136
0,26147
0,26191
0,26238
0,26363
0,26376
0,26398
0,26443
0,26464
0,26594
0,26842
0,26915
0,27082
0,27156
0,27201
0,27240
0,27245
0,27508
0,27587
0,27618
0,27654
0,27742
0,27914
0,27968
0,28144
0,28410
0,28515
0,28520
0,29024
0,29039
0,29080
0,29100
0,29136
0,29173
0,29477
0,29623
0,29629
0,29687
0,29780
0,29818
0,29822
0,30472
0,30551
0,30629
0,30648
0,30667
0,30714
0,30808
0,31157
0,31159
0,31296
0,31440
0,31593
0,31707
0,31910
0,32109
0,32125
0,32144
0,32184
0,32280
0,32294
0,32386
0,32405
0,32581
0,32871
0,32886
0,33312
0,33350
0,33482
0,33769
0,33908
0,33999
0,34140
0,34151
0,34294
0,34408
0,34428
0,34768
0,34772
0,35093
0,35246
0,35385
0,35391
0,35521
0,35523
0,35582
0,35710
0,35924
0,35992
0,36013
0,36309
0,36454
0,36545
0,36677
0,36721
0,36912
0,37067
0,37095
0,37315
0,37353
0,37471
0,37646
0,37720
0,37778
0,37942
0,38077
0,38093
0,38159
0,38383
0,38445
0,38623
0,38637
0,38654
0,38802
0,38816
0,38863
0,38897
0,38904
0,38956
0,39153
0,39220
0,39400
0,39417
0,39436
0,39449
0,39689
0,39728
0,39833
0,40262
0,40263
0,40321
0,40570
0,40848
0,41212
0,41280
0,41377
0,41472
0,41521
0,41594
0,41695
0,41706
0,41746
0,41939
0,41948
0,42220
0,42324
0,42482
0,42690
0,42691
0,42999
0,43069
0,43220
0,43441
0,43631
0,43666
0,44151
0,44190
0,44229
0,44292
0,44342
0,44344
0,44408
0,44822
0,44847
0,44969
0,45056
0,45233
0,45271
0,45279
0,45284
0,45287
0,45319
0,45445
0,45563
0,45611
0,45710
0,45751
0,45829
0,45995
0,46003
0,46407
0,46664
0,46672
0,46748
0,46956
0,47139
0,47351
0,47763
0,47782
0,47796
0,48024
0,48030
0,48142
0,48321
0,48604
0,48724
0,48777
0,48926
0,48949
0,49075
0,49126
0,49205
0,49216
0,49294
0,49392
0,49418
1,4
1,8
1,18
1,21
